drugName	condition	review	rating	date	usefulCount
Accel-clonazePAM (Oral)	Anxiety	I take .5mg of clonazepam  1-3 times per week as needed for anxiety, panic, OCD and insomnia.  It works gloriously.  Some nights when Lunesta will not get me over the sleep hump, I'll take 1/4 of a .5mg tablet and then I can sleep through the night without racing thoughts.  Only side effect I've noticed is hair shedding.	10	September 5, 2020	29
Accel-clonazePAM (Oral)	Restless Legs Syndrome	I am beyond RLS, since diagnosed with fibromyalgia and RLS 25 years ago. My husband described me as sleeping with my toe attached to a car battery and every once in a while the switch is throw and her whole body jerks. I have been on clonazepam ever since, for the last 15 , no increase in dosage. In 2014, after a serious surgery, by day 2 I was jerking awake while on massive amounts of opioids which I refused as much as possible after day 3. I am tired of the FDA and doctors from proctologist to RNPA's. I might become addicted. Add in  I take 3 per night, and due to a 90 day ex I have to cut up pills because 7 months have 31.	10	September 5, 2020	8
Accel-clonazePAM (Oral)	Obsessive Compulsive Disorder	I take clonazepam .5mg as needed, generally 2-3 times per week for OCD, anxiety and panic attacks.  No euphoria; it just quietly begins working within 1-2 hours.  If I take it to help me fall asleep, I generally take .5 mg or .5mg + 1/4 of another tablet.  30 tablets costs me less than $2.  The only side effect I have is hair shedding.  Initially, when I was having severe panic attacks and anxiety, I took .5mg everyday for three weeks before I finally calmed.  Only side effect I noticed with daily use was depression could set in and I needed to increase my dose for sleep.  But after a few weeks I was able to alternate back to Lunesta and occasionally I have a night where I can sleep without either.  This should be an option for patients like me who don't tolerate the side effects of a daily SSRI and do not have addictive tendencies.	10	September 1, 2020	4
Accel-clonazePAM (Oral)	Bipolar Disorder	clonazepam really helps with my TMJ since all the other medications tend to work for a short duration. I was originally prescribed Klonopin for anxiety but noticed it really relaxes my muscles so I was able to get off my baclofen and Flexeril. I could have kept all 3 but told doc the other two were unnecessary.	10	August 31, 2020	4
Accel-clonazePAM (Oral)	Restless Legs Syndrome	Was prescribed clonazepam .5mg once a day before bedtime for RLS. Worked well for a few weeks, but after 6 weeks of taking this drug I felt complacent and numb, and stopped enjoying activities. I am now off it for 3 days now and the withdrawal symptoms are evident, tired, irritable and anxious. However I do feel better today, more like myself and my sense of humour is returning. It appears this drug does work for many people but it was not for me. RLS significantly impacts ability to sleep and is difficult on lifestyle, good luck to others reading and I hope the post has been useful.	2	August 30, 2020	7
Accel-clonazePAM (Oral)	Insomnia	clonazepam totally works for sleep and I never felt addicted.	10	August 28, 2020	50
Accel-clonazePAM (Oral)	Klonopin (clonazepam) for Panic Disorder	Having been through two combat tours in the Army, psychologically I was not in great shape every vet is different, for me I was basically crippled by GAD and sometimes over 15 panic attacks a day, one rolling over into another. SSRIs (and I tried them all) helped but not enough to get me on an even keel so as to function in the world. I was 24 when my psychiatrist put me on Klonopin. 9 years later I have a wonderful wife, a beautiful son, and a career that brings me great pride.   NONE of this would have been possible without the help I received from taking Klonopin. There’s a lot of bias against benzos and it is very true that they can be abused. But for people that truly need them, it’s a disservice to this potential life saver. It helped me take my life back. I’m grateful to have Klonopin in my tool box even to this day. Seize the day people, go out there and get busy living. If Klonopin or another benzo can help, then just do it. Life is too short.	10	August 26, 2020	160
Accel-clonazePAM (Oral)	Panic Disorder	Clonazepam .5mg stops my panic attacks.  Within one to two hours all panic is gone and I can sleep.  Used sparingly, no more than 2-3 times weekly, this is an excellent drug.	10	August 26, 2020	12
Accel-clonazePAM (Oral)	Klonopin (clonazepam) for Panic Disorder	I used to take this medication  Klonopin years ago and it suited me fine. It was the first Benzo I ever tried. I eventually switched because it was causing my depression to get worse. Now I have been on Ativan and it works well. However I switched clinics and the put me back on klonopin. It has been a nightmare. All I want to do is sleep. My doc agreed to put me back on Ativan as well as vraylar. I hope this combo works.	2	August 25, 2020	12
Accel-clonazePAM (Oral)	Anxiety	I was on 0.5 - 1mg Klonopin daily for GAD and panic disorder for 6.5 years. Knowing what I know now about benzodiazepines, I'm not sure how my doctors ever let this fly. They should only be prescribed for short-term use (or on a PRN basis only), and certainly not daily use for YEARS on end. Withdrawals were a nightmare and it took months for me to feel back to normal again. When people talk about the withdrawals, they aren't joking... and this was with a SLOW AND STEADY taper!! Benzos like Klonopin absolutely serve a purpose and work very well, just make sure you take it daily short-term or if you are on it for a prolonged period of time, only as needed!	5	August 23, 2020	38
Accel-clonazePAM (Oral)	Anxiety	On Klonopinfor anxiety and insomnia. Klonopin saved my life. It also improved every relationship I treasure.  I've taken it for 8 years and my work has improved, my relationships have improved and I'm more relaxed.  Also, my base dose has NOT increased beyond 1.0 mg a day.  Often it's just .25mg a day.  Personally, I don't have any plan to stop taking it.  My wife says I'm better in everyday on it...including the bedroom. So there....:)	10	August 21, 2020	82
Accel-clonazePAM (Oral)	Klonopin (clonazepam) for Panic Disorder	Klonopin is a very good drug. It is much safer than SRIs, SSRIs and Tricyclics which are over prescribed. Klonopin saved my like at home and in the ER. You see I suffer a Life threatening serotonin reaction with SSRIs. The Black box warning on new antianxiety medications is scary and people can't stop them.	10	August 19, 2020	31
Accel-clonazePAM (Oral)	Restless Legs Syndrome	Stay away from benzodiazepines they’re meant for short term use. Discontinuing use is horrible.	3	August 16, 2020	11
Accel-clonazePAM (Oral)	Anxiety	On clonazepam To treat my Restless Leg Syndrome and anxiety. Finally I feel normal and I am seizure free. Combine with dopamine and serotonin reuptake meds also gabapentine, I can't describe the normal feeling for the first time and no insomnia (for more than 20 years). But sadly after my neurologist reduce the dosage, I feel terrible. I don't know if this is withdrawal. But I'm thankful for this med.	10	August 14, 2020	23
Accel-clonazePAM (Oral)	Migraine Prevention	Have 2 kinds of epilepsy since 16 yo. Then at 38 years old developed left side migraine encompassing tempero-parietal migraine, with sharp pain across the left brow, down through the eye, across the maxilla and includes numbness of the left face to midline of the lips. Then beginning 2.5 years ago, I was struck with new additional areas of migraine: right parietal and right frontal.  This right frontal feels as though someone from ancient Egypt is attempting to drill a huge hole through my skull.  The pain is incredibly intense and 10 out of 10.  Having taken every every drug I am clinically qualified to take to date, I only recently administered my loading dose of Emgality.  So far, no joy.  So, since my frontal migraine is giving me such pain today, I took a clonazepam one hour ago, then found this forum of sorts.  My outcome after one hour (I took it with rather warm decaf coffee with hemp milk): I can honestly say my pain has decreased by at least 50% and I am impressed.	5	August 12, 2020	9
Accel-clonazePAM (Oral)	Night Terrors	I have taken Clonazepam for over 4 years. I take it T.I.D. Three Times Daily, 3-4Mg split in three.  (1mg,1mg,1-2mg) I take it for PTSD symptoms that I experience. It is quite effective for GAD, and keeping panic attacks away. But, It only lasts about 6-8 hours, thus I take it TID. I still have terrible nightmares, I sleep about 4 hours and wake up from a bad dream. I started splitting my evening dose into 2. Taking half at 8Pm and the other half at 9-10... This helps me stay asleep longer. I still wake up with bruises, from thrashing in my sleep or wake up with a gasp/scream. For certain problems this medication is effective. But for night terrors it is not for me. Since I do not get a full REM cycle. I do not get compete rest, I need a nap. And because of my exhaustion I quickly move into the dream state of REM and have nightmares and then wake up. Not to mention it is physically addictive and it will take year(s) to reduce my dose to 0.	5	August 8, 2020	7
Accel-clonazePAM (Oral)	Anxiety	I've always taken clonazepam as prescribed for severe anxiety. Tolerance developed quickly and Drs kept upping my dose while adding other medications. Up until 2 years ago I would have given it a 10 as  I had no idea what was happening or coming at me. It has messed up my blood pressure and I have tachycardia now so I need to get off it. THIS IS AWFUL. I have been on 1 mg 2 x daily and down to 1.5 a day. I don't know if I can get to 1 mg a day. Believe every horror story on here because if you ever want/need off this ride you better buckle up.  Find another way. Don't make this an option.	1	July 29, 2020	34
Accel-clonazePAM (Oral)	Benzodiazepine Withdrawal	I've been on Clonazepam for 7 years recently I started feeling hazy and my brain hurt. In fact, it still does. I thought it was another medication causing me all these issues but after successfully withdrawing from that medication my symptoms stayed on board. Now I am working with my Doctor to wean off clonazepam. I was prescribed a mood stabilizer however it was making things worse. Fortunately I did not take that medication for very long. I want to feel better and I am deeply disturbed that my Doctor would keep me on a medication meant for short term use. I am nervous about withdraw but I am so ready to be myself again.		July 20, 2020	39
Accel-clonazePAM (Oral)	Migraine Prevention	I had these awful headaches, it felt like a tight band around my head and it was coupled with severe pain. I told my psychiatrist and he prescribed 0.5mg of clonazepam. Within a day my headaches went away. I tried lowering my dose every 3 months but the headache would come back. I was on it for over a year when I read more about headaches online, I came across a type of headache with symptoms similar to mine and one of the recommendations was magnesium. I took 25mg/day of magnesium for 1 week then cut down my clonazepam and my headaches where gone. However after being on it for over a year discontinuing clonazepam proved to be hard. I tried quitting cold turkey and had withdrawals within 2 days. I had to slowly taper down over a period of 4 months but I experienced 3 weeks of withdrawals after my final dose. A week of magnesium vs 1.5 years of clonazepam. I give this drug an 7 because it worked but I deducted 3 points because its hard to discontinue once you develop a dependency.	7	July 19, 2020	12
Accel-clonazePAM (Oral)	Benzodiazepine Withdrawal	"I took 0.5 KLONOPIN FOR 4 MONTHS and now I am physically addicted, I never used it to get ""high"", I just used it as prescribed, it is not a high dose.  But I have HORRIBLE WITHDRAWAL when I stop including using horrible mental anguish ...."	1	July 3, 2020	46
Accel-clonazePAM (Oral)	Anxiety	Ive been on numerous medications over the last 20 years. Including xanax. About 15 years ago my doctor put me on klonopin. For the first time I felt better. About 5 years later I switched insurance company's and had my new doctor switch me to xanax. Which worked fine. After that I've had about  4 different psychiatrist and none of them liked xanax so they took me off of them. And put me on other meds that did not work. So I've suffered for the last 4 years. I have PTSD and anxiety. Finally I just got a new psychiatrist and she put me back on klonopin. And I'm so relieved.  I feel so much better. Don't let anyone tell you its a bad medication. I never had withdrawals years ago when I quit taking them. They have helped me better than any other medication.		June 26, 2020	101
Accel-clonazePAM (Oral)	Insomnia	This drug Klonopin has got to be my least favorite that I have ever tried. I have nocturnal epilepsy which causes nightmares, daytime sleepiness, and anxiety. This drug was prescribed because it is supposed to help all of those. It made me insanely tired when I would take it. I couldn't function afterwards and would fall asleep. The worst part were the dreams. Naturally if we sleep 8 hours it doesn't feel like 8 hours. On Klonopin I felt every single second of the night. It was awful and miserable. In my dream I would walk around a clothing store for hours and FEEL each material. If water dropped on me I would absolutely feel the wetness. Not in a good way. ALSO importantly, I am in college and normally drink quite heavily. If I took Klonopin I would become extremely nauseous and black out after a few sips. If you take this drug, absolutely do not drink while on it.	1	June 24, 2020	21
Accel-clonazePAM (Oral)	Night Terrors	I have a very passionate relationship with this medication. I love it and I despise it. It has caused memory loss, extreme sedation in inappropriate times, and its one hard drug to kick. It took me over a year to get off of this medication and I had to take 0.25mg every other day for about three weeks at the end it before I finally had rational thought patterns. I hate sleeping and suffer from PTSD. While it managed my symptoms, I became a dissociated mindless zombie at the end of my use of the medication.	7	June 24, 2020	4
Accel-clonazePAM (Oral)	Restless Legs Syndrome	After years of RLS my Neurosurgeon tried me on Klonopin. The first night I took it, I didn't have the pain and restless legs that I had suffered with for years. I would highly recommend this drug to anyone who suffers with RLS.	10	June 19, 2020	11
Accel-clonazePAM (Oral)	Benzodiazepine Withdrawal	I've been on Klopin for 14 years.  Started at 1mg in the beginning and went up 2mg every night to help with sleeping and anxiety. This drug is the most difficult drug to cut back on. I've come off Vicodion, Opiates, Tramadal, and most recently a long term everyday Cocain addiction. By far Klopin is the is the hardest to withdrawal from. I abused Klopin and was taking up to 3.5mg a night and mix that in with Cocaine addiction and withdrawal. To be honest I'm not sure how I never went to the hospital. Unfortunately I have a high tolerance for pills and managed to run a business and maintain a somewhat normal life. On top of everything I'm bipolar with a major addiction problem. Finally decided that I need and want a life without drugs. To everyone going through this process there is a silver lining and the Klopin fog will get better and in return make you a stronger person. A little discomfort but the result is the greatest feeling in the world not having to rely on a pill.	3	June 14, 2020	82
Accel-clonazePAM (Oral)	Klonopin (clonazepam) for Panic Disorder	Just because your particular biochemistry had a bad reaction, does not mean a certain drug is bad for everyone. Benzos get a bad rep because of their dependency nature. I will tell you that I have suffered with anxiety, OCD for many years. I have tried other medicines. They have bad side effects. I have tried natural alternatives, although they do work a little bit - it's only a little bit. The upside is they rarely have any side effects. So if you can have a natural supplement work for you, go that route. However I will say that I am someone that does not like to take pharm medicine and if I have the need for Klonopin, I only try to take it every few days or so. But I will tell you, when I do take it, it's absolutely the only thing that has worked. It does not make me feel weird, groggy or zombie-like. It makes me feel back to my normal, natural me, calm content and just overall good! People that advocate against Klonopin are doing a disservice to people that the drug is helpful for.	9	June 11, 2020	163
Accel-clonazePAM (Oral)	Restless Legs Syndrome	I take 1-2 Clonazepam at night for my RLS and it helps dramatically. I am thankful to my neurologist for prescribing this medication for me.	10	June 9, 2020	14
Accel-clonazePAM (Oral)	Anxiety	This clonazepam has been a godsend for me. I have severe anxiety and possible panic disorder, so whenever I feel really bad anxiety I take 0.5 mg and feel better within 20-35 minutes. It can also help me sleep sometimes, which is a plus.  The only con is that if you take this during the day (I've had to many times) you WILL get drowsy. Other than that, this medication has been amazing for me. I'd definitely recommend it, although everybody is different.	9	June 9, 2020	78
Accel-clonazePAM (Oral)	Klonopin (clonazepam) for Panic Disorder	Ok here goes Klonopin is by far the best drug for anxiety period for me.  Everyone is different of course and I have never felt the need to take more then necessary in fact I always try and take less.  SSRIs did nothing for me in fact they made me more anxious.  Any drug if taken too much or abused can cause you serious issues, also keep who your reviewers are me included, most people who have a bad experience will review, good experiences don't even think about doing a review.  I think the ratings would be closer to 9.5 if everyone took the time to write a review that was a positive one.  As we all know people are more likely  to comment when they have negative outcomes and that’s understandable.  People who take this medication also tend to have anxiety, panic, GAD like myself and can be very in touch with every perceived symptom within their body.  In my opinion way more then the average Joe walking down the street.  In other words take these reviews for what they are worth.  A single persons opinion and often a person that is suffering to find anything that will make them feel better.	10	June 9, 2020	117
Accel-clonazePAM (Oral)	Anxiety	This medicine helped me a lot with my problem which is caused by anxiety. I couldn't sleep so my psychiatrist told me to take 1/4 before going to sleep. Now I am afraid that I am addicted.	9	June 6, 2020	30
Accel-clonazePAM (Oral)	Insomnia	I’ve been on 2mg of Clonazepam for 3 years every night for insomnia. About 6 months ago, I suddenly was no longer able to fall asleep.    My dr. agreed that the benzo was no longer even working. He suggested I take 5 mg of liquid melatonin, and increase it by 5 mg every other night until I fell asleep easily. At 15 mg, I fell asleep easily!  After taking the melatonin for 6 weeks, he had me cut my clonazepam pill 25%. Still fell asleep great.  At 10 days, he had me cut it 50%!! Still, I fell asleep easily, and stayed asleep all night! I stayed at the 50% cut for 3 weeks, and then cut it down 75%! After 2 more weeks, I stopped taking it completely.     I’ve had ZERO symptoms & sleep great. I still take the 15mg melatonin every night and that’s all.  I know this is not a forum for discontinuation, but I wanted to share in case it could help someone else.   I suffered for 10 years with horrible, horrible  insomnia.		June 4, 2020	193
Accel-clonazePAM (Oral)	Panic Disorder	Great at first but when it stops working it is awful withdrawal symptoms and I'm still on it! My advice Stay Away from benzos.	2	June 4, 2020	3
Accel-clonazePAM (Oral)	Restless Legs Syndrome	I take it 3 times a week per drs opinion but can’t sleep on other days and restless legs are more frequent	10	June 1, 2020	5
Accel-clonazePAM (Oral)	Klonopin (clonazepam) for Panic Disorder	I take Klonopin for Rem Behavior Disorder and Anxiety. Thank God for this medication, 0.5mgs twice has saved my life.	10	May 31, 2020	55
Accel-clonazePAM (Oral)	Sleep Paralysis	I'm 61 yrs old. I started having sleep paralysis with hallucinations upon waking when I was 17 yrs old. It happened ver frequently. I started taking Clonazepam in my early 40s. After a few years I realized I wasn't having this horrible experience anymore. I did an experiment by going off Clonazepam twice and both time the sleep paralysis with hallucinations came back. I will take this medication until the day I die! This medical condition, especially with hallucinations, is so horrible, I would never even wish it on my worst enemy. I hope this helps even one individual!!!	10	May 26, 2020	14
Accel-clonazePAM (Oral)	Restless Legs Syndrome	I have had RLS since I was a little kid.  It runs in my family.   As I got older it got worse, I went years without sleeping. I even chose a career where I was on my feet and not sitting, and night shift.  In my 40s they came out with RLS meds, I tried them all. Not one worked and the side effects were horrible.   I finally tried clonazepam 1mg once a day at night. I slept through the night for the first time. I have been on it for 10 years, have not increased the dosage and it still works. But the issue is the generic.  Depends on what company and color of the pill.  Yellow always worked, green sometimes but the multiple blues were a hit and miss.  RLS is horrible and life altering.  I’m thankful I have an understanding Dr. willing to prescribe it for me.	10	May 21, 2020	26
Accel-clonazePAM (Oral)	Restless Legs Syndrome	I am 76 yrs old, Had severe leg cramps at night for more than 20 years. Been on Clonazepam for all that  time. Started with 0.5mg increased to 1mg at night. Worked miracles. I was since prescribed Indapimied 2.5mgin the morning. Severe leg cramps returned. Ridaq 12.mg then prescribed instead of Idapimied. Leg cramps then less severe. Tried Clonazepam 0.5mg and leg cramp severity decreased. Dropped Clonazepam entirely and leg cramps became unbearable. Went back to Clonazepam 1Mg and leg cramps were less severe (not mild). Am about to try Clonazepam 1.5mg. I still function normally as can be expected for a person my age. Memory is commensurate with my age. A bit forgetful but not nearly Altzheimer or Dementia (Note that I'm typing this on a tablet with nobody assisting me. I in fact assist many in the coastal town that I live in to set up their computers & phones etc.) I never had any side effects or withdrawal symptoms. I think Clonazepam is a great drug and very effective.	10	May 14, 2020	24
Accel-clonazePAM (Oral)	Benzodiazepine Withdrawal	Been on Benzos for many years. I've decided last September to taper off slowly. Well by middle of February of 2020 I was off them completely for 12 days. Unfortunately my OCD and anxiety came back so strong that I felt I was going to go crazy. I couldn't sleep or eat or think straight. So I went back to one pill a day and of course symptoms vanished. I still want off them but the withdrawl drives me to point I wonder if I will survive......Help!!!! Any suggestions?	1	May 11, 2020	76
Accel-clonazePAM (Oral)	Panic Disorder	I have been taking Clonazepam.05 mg twice a day for over 20 years.  Recently my doctor did a urine test and I had a blood test also and failed it 3 times. I have a follow up phone call tomorrow and I am so scared he is going to take me off. Before I went on the med I lost 10  productive years of my life wishing God would take me. Clonazepam is the only thing that works for me to live a so called life. About 3 months ago my prescription was made by a company called Accord? I swear it’s the culprit and trying to explain this to my doctor. I think he thinks I’m selling theses pills. Please can someone help me. I’m so scared.	10	May 4, 2020	19
Accel-clonazePAM (Oral)	Panic Disorder	I have NOT always been “medication complacent” as they say. Which has gotten me in trouble, in life.  When my psychiatrist prescribed clonazepam, I just imagined it being like all the rest... Taking forever waiting for it to build up in my system, while dealing with all the quintessential intermittent Side effects.  That is not what happened, at least to me it work immediately. It’s helps me with my mood swings, PMDD, Sciatic nerve pain, & my PTSD I do not take it everyday, just in certain situations. Like prior to my Menstrual cycle, it is important I do.  For those of you that aren’t good at taking meds, for your own personal reason but suffer from a mood disorder I suggest trying this.	10	May 1, 2020	14
Accel-clonazePAM (Oral)	Benzodiazepine Withdrawal	I'm very aware of the dangers and the suffering of benzo withdrawal--I've gone through it multiple times and I'm only 25. However, I'm going to detail the successful tapering schedule I did using Klonopin. I was taking 2mg for two years and this is how I successfully got off--I did 1.75mg for a week, 1.5mg for a week, 1.25mg for a week, 1mg for a week, .875 mg for a week, .75mg for a week, .625mg for a week, .5mg for a week, .325mg for a week, .25mg for a week, .125mg for a week, and then I jumped off. No, it wasn't easy, but it sure beat rapid withdrawal in a detox center and then going insane for months. I suggest trying what I did and you can prolong the cuts as well (instead of holding for one week, hold for two? three? a month?). Be well everyone and good luck with the fight!	8	April 24, 2020	200
Accel-clonazePAM (Oral)	Benzodiazepine Withdrawal	Sad to read all these bad experiences I guess I am a lucky one. I started with 4mg dose (a very high starting dose yes! If I only had known back then...) for severe GAD 2+ years ago and was instructed to take 4mg at once before going to bed which I did around a year. Then I kind of skipped doses and there were multiple days in a row I didn't take anything, on some days just a 1mg and now I am taking 1mg a few times a week if even that. Haven't had any kind of side effects or negative symptoms so far. Now, that Covid-19 is here, I have decided to take even less and eventually (hopefully) stop this for good. GAD still exists though but the medicine has helped me through some tough spots. I guess this medicine is very different on the individual level.	9	April 11, 2020	59
Accel-clonazePAM (Oral)	Klonopin (clonazepam) for Seizure Prevention	Was originally on 400 mg of zonisamide that started at 200 mg and still had breakthrough seizures. Was given .5 clonazepam. Worked great.  Got taken off it for a study. When I was put back on they gave me zonisamide and vimpat. Still had seizures. Started clonazepam again. Seizure free.	10	April 11, 2020	22
Accel-clonazePAM (Oral)	Burning Mouth Syndrome	I was perfectly normal until March of 2019 when I had a  molar tooth prepped for a crown to replace a PFM crown that was 25 years old. I then had to have a root canal on the tooth, which is when all my symptoms began. Severe plastic/metallic taste in my mouth with severe burning tongue sensation. After that I went through a series of attempts to have the final crown made and placed, and with each attempt, my symptoms became worse until I almost went into shock from a severe allergic reaction. I found this site and my doctor was kind enough to prescribe dissolving clonazepam tablets, but they have cherry flavoring, which cannot have. At this time I am using a plain tablet dissolved in water and swishing in my mouth, hoping that this will finally give me some relief from this torment of metallic taste and burning mouth. Hoping this will work somehow.	3	March 28, 2020	10
Accel-clonazePAM (Oral)	Panic Disorder	Been on this medication clonazepam for 4 months. I take 0.5 as needed for panic attacks. It's been a life saver. Veteran Affairs refused to prescribe this to combat soldiers like myself that struggle with PTSD. They just load you up on a cocktail of ineffective drugs that make you a zombie. So I went through community care for an outside Doctor. Best decision I ever made. I had been living with depression and panic attacks for 12 years and the VA never helped once. Not anymore. I have only experienced mild drowsiness and might misplace my keys every now and then. I'll take that trade off any day. It works great for me. Start of with a low dose until you know what works for you.	9	March 11, 2020	20
AccessPak for HIV PEP Basic	Nonoccupational Exposure	I was prescribed PEP after a condom slipped off during vaginal intercourse. As it turns out, I did not need the treatment and the doctor wasn't supposed to prescribe it to me under those circumstances. I was told side effects were mild and nothing long-term. Developed abdominal issues 2 weeks in. Was told not to worry, that was normal and it would pass. I was on treatment for one month. It's been 8 months since it ended but the issues have only gotten worse. I'm in crippling pain most of the time. I have trouble keeping any weight on. I'm afraid to eat because I know will happen after that. It's getting to the point where I won't be able to work soon. I've had several tests done but they can't figure it out. My life is a living nightmare now. I would give anything if I could go back and not take these drugs. They made me sign a waver before which should have been a red flag I guess. Whatever you do DO NOT TAKE THESE DRUGS unless you are ABSOLUTELY POSITIVE that it is 100% NECESSARY!!!	1	November 26, 2019	0
Acclean	Gingivitis	After hygienist cleaned all four quadrants he stated that I must use a mouthwash RX grade called Acclean for 2 weeks after brushing my teeth to rinse and then spit out. I did as he requested and it stained my teeth brownish  very badly especially the bottom half of the tooth closer to the gums. Tried everything to clean them to no avail. Went back to the hygienist he did a cleaning but stains still remain in the back teeth especially and some of the teeth have spotting. The top portion of each tooth seems to have turned slightly transparent as compared to the bottom half of the tooth which is darker and not transparent. NOT A HAPPY CAMPER!!!	1	December 23, 2017	32
Acclean 60 Second Fluoride Treatment	Clinpro 5000 (fluoride)	I'm a long-term user of Clinpro.  Recently, the tubing has become more difficult to use. I can no longer cope with the challenges it presents.  I've cancelled out of future orders. They made a big mistake.  Goodbye Clinpro.     Grove	1	April 8, 2021	0
Acclean 60 Second Fluoride Treatment	Fluoridex Daily Defense (fluoride)	I have been using Fluoridex prescription toothpaste for about 5 years as recommended by my dentist. It works great as I have not had a cavity in those 5 years. I just started using the daily defence rinse as well and it is also a wonderful product. As long as I can go to the dentist and only need cleanings it is worth my while to keep using it. I've had zero side effects, and have had no problems opening the tube	10	January 19, 2021	0
Acclean 60 Second Fluoride Treatment	PreviDent 5000 Booster (fluoride)	I have used Prevident 5000 for many years.  This was first prescribed to me by my periodontist. Unfortunately, I have  hereditary perio dental issues (caries & gums).  In order to keep my teeth and gums from becoming progressively worse, I was prescribed and have been using this product in place of any/all toothpaste. I must say, I have not gotten a cavity and my gums are in stable condition. To date, great product!	9	October 28, 2020	1
Acclean 60 Second Fluoride Treatment	Denta 5000 Plus (fluoride)	I'm wondering if it can cause hair loss after using for about 8 months 2x a day?	8	October 26, 2020	0
Acclean 60 Second Fluoride Treatment	Fluoridex (fluoride)	I have been using Floridex once a day. It is an OK toothpaste, but seems to leave a film on my teeth which I can taste throughout the day. It also causes my gums to burn slightly. I don’t think I will continue to use.	6	August 1, 2020	2
Acclean 60 Second Fluoride Treatment	SF 5000 Plus (fluoride)	I was using Prevident made by Colgate.  It tasted great. I think it is spearmint flavor. My teeth felt clean. That one comes in a small squeeze 3.4 oz bottle , a little less than double this SF 5000 Plus which is 1.8 oz.  Prevident is 3x the price with my Rx plan so I tried this one.  It's very dull.  No flavor. I don't feel my mouth feels fresh. I had to mix it with regular toothpaste in the Prevident bottle. The pharmacy can only get me this or the Prevident.  I'm getting a refill of this SF 5000 Plus. This time I will squeeze it into the bottle and add a drop or two of peppermint oil. That should help the flavor and give me a fresh taste. If you have to use this one and have the same experience that is has no taste, find a small container or something you can dip your toothbrush in and put a drop or two of some kind of flavoring to freshen it up  The company needs to spruce up this stuff. It's bland. I couldn't find how to contact them.	5	May 11, 2020	3
Acclean 60 Second Fluoride Treatment	Pro-Den Rx (fluoride)	Makes your mouth very dry and tastes TERRIBLE. I had to use this for 14 days and all I wanted to do was skip it. I dreaded using this every day.	1	August 22, 2019	7
Acclean 60 Second Fluoride Treatment	Perio Med (fluoride)	I was given periogel by my dentist to prevent the return of my gum disease. I was thrilled that there was a product that would help keep it from coming back. I immediately started using the periogel everyday for 15 minutes. The day after I started using it I got very sick and thought I had food poisoning from a salad bar where I had eaten lunch. I continued feeling sick with stomach pain and diarrhea for over a month and I thought that I had lingering problems from food poisoning. I made an appt. with my doctor and decided to go off the gel to see what would happen. The next day I felt much better and 3 days later was completely back to normal. Needless to say I am upset that I was not told about any side effects.	1	June 6, 2019	10
Acclean 60 Second Fluoride Treatment	Fluoridex Daily Defense (fluoride)	I was given this (Fluoridex Daily Defense) by my dentist and reluctantly used it starting a couple years ago (early 2017). I was told to use it, spit out the toothpaste, but not rinse. While using this toothpaste, I had some stomach/GI issues occur. I thought it was my diet and I even went to the doctor to investigate, but could not locate any issue. The symptoms showed up gradually, but I would have sharp pains in my lower right abdomen/stomach area, along with bloating. Generally, these would occur in the middle of the night/morning and get better as the day went on, but still persisted.  I had a light bulb moment at the beginning of 2019 wondering if this was causing my persistent issues.  In 2017 (shortly after I started using it) I had muscle issues/tendonitis/sensitivity in both elbows and numbness in my fingers in the night, along with loss of grip strength. Since ceasing utilizing the toothpaste, my tendonitis and other symptoms are basically non-existent.	1	May 4, 2019	10
Acclean 60 Second Fluoride Treatment	Clinpro 5000 (fluoride)	Our dentist gave this to my 10 year-old daughter, and she began to use it. A week later, she developed a stomachache. We took her to the doctor, tried a bland diet, probiotics...everything we could. After a month of frustration and tears, it struck me that she'd been using this toothpaste. I did some research, and sure enough, she had all the symptoms of fluoride poisoning. We had her stop using it. It's taken some time, but she's recovered.	1	October 8, 2018	25
Acclean 60 Second Fluoride Treatment	Clinpro 5000 (fluoride)	I tried clinpro 5000 given  to me by my dentist,  It helped my teeth but caused me to have all kinds of stomach  problems. Please try hard not to swallow it as bloating and gas occurs immediately.	1	October 5, 2018	18
Acclean 60 Second Fluoride Treatment		"Product seemed okay, but it practically took a pair of pliers to OPEN the blasted top! Called the company and representative mentioned that they were aware of the problem. ""We have contacted the manufacturer of those tops to request that they be improved,"" she stated.   Could I please get a replacement tube? ""No, there is nothing we can do."" Seriously? I have MY own company and I know that there is ALWAYS ""something you can do"" for the customer.  Would never purchase this product again!"	4	August 7, 2018	1
Acclean 60 Second Fluoride Treatment	Fluoridex (fluoride)	This prescription strength anti cavity toothpaste may be good at preventing cavities, but opening the cap is nearly impossible. The catch is so strong that it takes a lot of twisting & heavy leverage to get the cap to snap open. We've gone thru 4 tubes now & all of them were the same, so it's not just a temporary manufacturing glitch. It's a poorly designed snap cap.	3	July 2, 2018	6
Acclean 60 Second Fluoride Treatment	Pro-Den Rx (fluoride)	"It may be good medicinally, however, the taste is TERRIBLE and caused ""instant dry-mouth"" to me.  Having to formulate the mixture myself before using is NOT ""user friendly"".  The taste alone turned me off completely!!!"	1	May 25, 2018	6
